epoch,val_metric,train_metric,val_accuracy,train_accuracy,task,reconstruction,cocycle,inverse_cycle,path_consistency,triple_cocycle,metric,metric_direction_error,metric_scale_error,chart_rank,chart_min_relative_singular_value,chart_condition_number,cover,balance,sparsity,geometry,total
1,0.3243243396282196,0.43119263648986816,0.3243243396282196,0.43119263648986816,1.6055020093917847,0.02123292349278927,7.135022315196693e-05,2.942171886388678e-05,4.1928502469090745e-05,0.0,4.191826343536377,2.1346147060394287,20.572114944458008,0.0,0.6653475761413574,2.0420267581939697,0.0,0.057375796139240265,0.16474217176437378,0.0,1.6915119886398315
5,0.3243243396282196,0.4403669536113739,0.3243243396282196,0.4403669536113739,1.538019061088562,0.06783533096313477,0.0020419536158442497,0.0014459923841059208,0.0005959611153230071,0.0,1.1581465005874634,0.9285767674446106,2.2956974506378174,0.0,0.9017985463142395,1.232996940612793,0.0,0.19105711579322815,0.027923664078116417,0.0,1.56569504737854
10,0.4864864945411682,0.7247706055641174,0.4864864945411682,0.7247706055641174,1.0190892219543457,1.017258644104004,0.05296771973371506,0.033004824072122574,0.019962897524237633,0.0,0.37408018112182617,0.3557243347167969,0.18355831503868103,0.0,0.842768669128418,1.358662724494934,0.0,0.2206958532333374,0.0012843877775594592,0.0,1.079272985458374
15,0.6756756901741028,0.8256880640983582,0.6756756901741028,0.8256880640983582,0.3977382183074951,0.815491795539856,0.08943958580493927,0.05184146389365196,0.03759812191128731,0.0,0.26180484890937805,0.25345274806022644,0.08352075517177582,0.0,0.806559681892395,1.4516420364379883,0.0,0.21966300904750824,0.002143110614269972,0.0,0.44612830877304077
20,0.6756756901741028,0.9541283845901489,0.6756756901741028,0.9541283845901489,0.1610337197780609,0.4354371428489685,0.094309002161026,0.026202302426099777,0.06810669600963593,0.0,0.11287848651409149,0.10238922387361526,0.10489241033792496,0.0,0.771503210067749,1.5538564920425415,0.0,0.20943699777126312,0.009684532880783081,0.0,0.1877829134464264
25,0.6486486792564392,0.9999999403953552,0.6486486792564392,0.9999999403953552,0.27654412388801575,0.333771675825119,0.27313870191574097,0.06488407403230667,0.2082546204328537,0.0,0.20445360243320465,0.18019230663776398,0.24261294305324554,0.0,0.8275285363197327,1.3985766172409058,0.0,0.21672382950782776,0.003633642802014947,0.0,0.3032374680042267
30,0.5405405759811401,0.9999999403953552,0.5405405759811401,0.9999999403953552,0.022089971229434013,0.2073616087436676,0.17619436979293823,0.10143739730119705,0.07475697249174118,0.0,0.13296696543693542,0.11045627295970917,0.22510699927806854,0.0,0.8637391924858093,1.3299905061721802,0.0,0.21306291222572327,0.005383740644901991,0.0,0.03871913626790047
35,0.5405405759811401,0.9999999403953552,0.5405405759811401,0.9999999403953552,0.05296480283141136,0.2609800398349762,0.10346853733062744,0.04629169777035713,0.05717684328556061,0.0,0.18704567849636078,0.17396937310695648,0.13076284527778625,0.0,0.8650131821632385,1.3080284595489502,0.0,0.21779987215995789,0.0030776371713727713,0.0,0.07246556133031845
40,0.7027027010917664,0.9999999403953552,0.7027027010917664,0.9999999403953552,0.017690952867269516,0.19432184100151062,0.06199979782104492,0.044770002365112305,0.017229797318577766,0.0,0.1561930626630783,0.14865431189537048,0.07538747787475586,0.0,0.7863876819610596,1.5142508745193481,0.0,0.22018736600875854,0.0013834584970027208,0.0,0.03243105858564377
45,0.5405405759811401,0.9999999403953552,0.5405405759811401,0.9999999403953552,0.02781437709927559,0.1382005214691162,0.031433530151844025,0.009364829398691654,0.022068701684474945,0.0,0.12823563814163208,0.12107662111520767,0.0715901181101799,0.0,0.79656583070755,1.4759811162948608,0.0,0.22066596150398254,0.0010482894722372293,0.0,0.03893271088600159
50,0.6216216087341309,0.9999999403953552,0.6216216087341309,0.9999999403953552,0.01316237822175026,0.12682947516441345,0.009380389004945755,0.0024121548049151897,0.006968234200030565,0.0,0.22847606241703033,0.21902477741241455,0.0945127084851265,0.0,0.7910634279251099,1.490562915802002,0.0,0.2213325947523117,0.0006729806773364544,0.0,0.025346888229250908
55,0.4864864945411682,0.9999999403953552,0.4864864945411682,0.9999999403953552,0.0024004310835152864,0.08772972226142883,0.024362841621041298,0.0018250922439619899,0.022537749260663986,0.0,0.0629471018910408,0.05810559540987015,0.04841507226228714,0.0,0.7782889008522034,1.5248303413391113,0.0,0.2215327024459839,0.0005594498943537474,0.0,0.009625326842069626
60,0.5135135054588318,0.9999999403953552,0.5135135054588318,0.9999999403953552,0.001713485224172473,0.05927090719342232,0.012526444159448147,0.004709085449576378,0.007817358709871769,0.0,0.23645980656147003,0.23010770976543427,0.06352108716964722,0.0,0.7883248329162598,1.4945578575134277,0.0,0.2214215099811554,0.0006252793245948851,0.0,0.010719899088144302
65,0.5675675868988037,0.9999999403953552,0.5675675868988037,0.9999999403953552,6.891523662488908e-05,0.0546058714389801,0.010487541556358337,0.0033201698679476976,0.007167371921241283,0.0,0.07418033480644226,0.07236313074827194,0.01817203499376774,0.0,0.7975661754608154,1.4691239595413208,0.0,0.22210094332695007,0.00011728451499948278,0.0,0.0055704559199512005
70,0.5135135054588318,0.9999999403953552,0.5135135054588318,0.9999999403953552,0.0004973646719008684,0.04703262820839882,0.009693333879113197,0.004006634000688791,0.005686700344085693,0.0,0.06561489403247833,0.06186782941222191,0.03747069463133812,0.0,0.759641706943512,1.5766220092773438,0.0,0.2222222089767456,0.0,0.0,0.0054262056946754456
75,0.6756756901741028,0.9908256530761719,0.6756756901741028,0.9908256530761719,0.006437960080802441,0.045670222491025925,0.003727133385837078,0.0034824847243726254,0.0002446487487759441,0.0,3.8094229239504784e-05,3.610875137383118e-05,1.9854767742799595e-05,0.0,0.7748596668243408,1.533748984336853,0.0,0.2222222089767456,0.0,0.0,0.009873061440885067
80,0.6486486792564392,0.9999999403953552,0.6486486792564392,0.9999999403953552,0.007236206904053688,0.0779685452580452,0.008599148131906986,0.006491303443908691,0.0021078449208289385,0.0,0.04425651207566261,0.04294808208942413,0.013084320351481438,0.0,0.7613545656204224,1.568204402923584,0.0,0.2222222089767456,0.0,0.0,0.013237944804131985
85,0.4864864945411682,0.9999999403953552,0.4864864945411682,0.9999999403953552,0.003494421485811472,0.12409146875143051,0.00631353072822094,0.006237134803086519,7.639583782292902e-05,0.0,0.00023145579325500876,0.0002145339094568044,0.0001692186197033152,0.0,0.7477036118507385,1.6078300476074219,0.0,0.2222222089767456,0.0,0.0,0.010878633707761765
90,0.5135135054588318,0.9999999403953552,0.5135135054588318,0.9999999403953552,0.007038552779704332,0.10716933012008667,0.007047107443213463,0.004221535287797451,0.0028255723882466555,0.0,0.03544335812330246,0.031037967652082443,0.044053949415683746,0.0,0.7884054183959961,1.489850401878357,0.0,0.2222222089767456,0.0,0.0,0.014315723441541195
