dataset,model,test_metric,runtime,parameters,peak_cuda_memory_bytes,num_nodes,num_edges,peak_cuda_memory_mb
atlas_het,graphatlas_c_coordinate_relu,0.8787878751754761,16.363728523254395,64834,0.0,480,6540,0.0
atlas_het,graphatlas_c_coordinate_relu,0.8787878751754761,16.73387622833252,64834,0.0,480,6540,0.0
atlas_het,graphatlas_c_coordinate_relu,0.9191918969154358,18.42697787284851,64834,0.0,480,6540,0.0
atlas_het,graphatlas_c_coordinate_relu,0.9191918969154358,18.37679123878479,64834,0.0,480,6540,0.0
atlas_het,graphatlas_c_coordinate_relu,0.9191918969154358,18.38285207748413,64834,0.0,480,6540,0.0
atlas_het,graphatlas_c_coordinate_relu,0.9191918969154358,18.40969061851501,64834,0.0,480,6540,0.0
atlas_het,graphatlas_c_coordinate_relu,0.8585858345031738,19.51308512687683,64834,0.0,480,6540,0.0
atlas_het,graphatlas_c_coordinate_relu,0.8585858345031738,20.21911692619324,64834,0.0,480,6540,0.0
atlas_het,graphatlas_c_coordinate_relu,0.8585858345031738,19.71189427375793,64834,0.0,480,6540,0.0
atlas_het,graphatlas_c_coordinate_relu,0.8585858345031738,19.68812608718872,64834,0.0,480,6540,0.0
atlas_het,graphatlas_c_coordinate_relu,0.868686854839325,18.771291971206665,64834,0.0,480,6540,0.0
atlas_het,graphatlas_c_coordinate_relu,0.868686854839325,18.81552219390869,64834,0.0,480,6540,0.0
atlas_het,graphatlas_c_coordinate_relu,0.868686854839325,18.666252374649048,64834,0.0,480,6540,0.0
atlas_het,graphatlas_c_coordinate_relu,0.868686854839325,18.448267698287964,64834,0.0,480,6540,0.0
atlas_het,graphatlas_c_coordinate_relu,0.8673469424247742,16.49952006340027,64834,0.0,480,6456,0.0
atlas_het,graphatlas_c_coordinate_relu,0.8673469424247742,16.456055879592896,64834,0.0,480,6456,0.0
atlas_het,graphatlas_c_coordinate_relu,0.8673469424247742,16.40825653076172,64834,0.0,480,6456,0.0
atlas_het,graphatlas_c_coordinate_relu,0.8673469424247742,16.640145778656006,64834,0.0,480,6456,0.0
atlas_het,graphatlas_c_coordinate_relu,0.8265306353569031,17.28362798690796,64834,0.0,480,6456,0.0
atlas_het,graphatlas_c_coordinate_relu,0.8265306353569031,17.273096323013306,64834,0.0,480,6456,0.0
atlas_het,graphatlas_c_coordinate_relu,0.8265306353569031,17.328454732894897,64834,0.0,480,6456,0.0
atlas_het,graphatlas_c_coordinate_relu,0.8265306353569031,17.317303895950317,64834,0.0,480,6456,0.0
atlas_het,graphatlas_c_coordinate_relu,0.795918345451355,13.47710108757019,64834,0.0,480,6456,0.0
atlas_het,graphatlas_c_coordinate_relu,0.795918345451355,13.901918172836304,64834,0.0,480,6456,0.0
atlas_het,graphatlas_c_coordinate_relu,0.795918345451355,13.467997789382936,64834,0.0,480,6456,0.0
atlas_het,graphatlas_c_coordinate_relu,0.795918345451355,13.693730115890505,64834,0.0,480,6456,0.0
atlas_het,graphatlas_c_coordinate_relu,0.7857142686843872,20.7774624824524,64834,0.0,480,6456,0.0
atlas_het,graphatlas_c_coordinate_relu,0.7857142686843872,20.72420310974121,64834,0.0,480,6456,0.0
atlas_het,graphatlas_c_coordinate_relu,0.7857142686843872,20.596118211746216,64834,0.0,480,6456,0.0
atlas_het,graphatlas_c_coordinate_relu,0.7857142686843872,20.363378763198853,64834,0.0,480,6456,0.0
atlas_het,graphatlas_c_coordinate_relu,0.7653061151504517,24.46217441558838,64834,0.0,480,6506,0.0
atlas_het,graphatlas_c_coordinate_relu,0.7653061151504517,24.585652351379395,64834,0.0,480,6506,0.0
atlas_het,graphatlas_c_coordinate_relu,0.7653061151504517,24.23262929916382,64834,0.0,480,6506,0.0
atlas_het,graphatlas_c_coordinate_relu,0.7653061151504517,24.970037937164307,64834,0.0,480,6506,0.0
atlas_het,graphatlas_c_coordinate_relu,0.6836734414100647,14.274470567703249,64834,0.0,480,6506,0.0
atlas_het,graphatlas_c_coordinate_relu,0.6836734414100647,14.403464794158936,64834,0.0,480,6506,0.0
atlas_het,graphatlas_c_coordinate_relu,0.6836734414100647,14.39146089553833,64834,0.0,480,6506,0.0
