dataset,task,model,test_metric_count,test_metric_mean,test_metric_std,test_accuracy_count,test_accuracy_mean,test_accuracy_std,test_roc_auc_count,test_roc_auc_mean,test_roc_auc_std,boundary_accuracy_count,boundary_accuracy_mean,boundary_accuracy_std,interior_accuracy_count,interior_accuracy_mean,interior_accuracy_std,chart_ari_count,chart_ari_mean,chart_ari_std,overlap_f1_count,overlap_f1_mean,overlap_f1_std,invariance_error_affine_count,invariance_error_affine_mean,invariance_error_affine_std,invariance_error_nonlinear_count,invariance_error_nonlinear_mean,invariance_error_nonlinear_std,cocycle_error_count,cocycle_error_mean,cocycle_error_std,path_consistency_error_count,path_consistency_error_mean,path_consistency_error_std,triple_cocycle_error_count,triple_cocycle_error_mean,triple_cocycle_error_std,metric_compatibility_error_count,metric_compatibility_error_mean,metric_compatibility_error_std,geometry_error_count,geometry_error_mean,geometry_error_std,runtime_seconds_count,runtime_seconds_mean,runtime_seconds_std,parameters_count,parameters_mean,parameters_std,test_metric_ci95
atlas_het,node_classification,graphatlas,3,0.7387387355168661,0.11333104282287405,3,0.7387387355168661,0.11333104282287405,0,,,3,0.7365514834721884,0.15677097889672023,3,0.7448758085568746,0.06544935419118311,3,0.2102016329955542,0.10010859964925044,3,0.707686103785386,0.020667767805487843,3,7.127646502643378e-08,1.7899174217869804e-08,3,6.703184851630795e-08,1.6861783891551996e-08,3,0.6026835987965266,0.4689921381285001,3,0.3476049602031708,0.24053335335042592,3,0.0,0.0,3,0.8163397312164307,0.3305899078779734,3,0.17823907236258182,0.09091376133167246,3,13.297149817148844,4.067246285817067,3,26096.0,0.0,0.12824614783940158
atlas_het,node_classification,graphatlas_free_transition,3,0.7252252300580343,0.05626123355546002,3,0.7252252300580343,0.05626123355546002,0,,,3,0.6753839254379272,0.08038057788273978,3,0.8063258528709412,0.012594893796487878,3,0.1903185812884343,0.18854561703013925,3,0.7680612352524597,0.06794623066387193,3,0.0424904028574625,0.01900218016091011,3,0.14316496253013608,0.13486189000266183,3,0.35044369101524353,0.15500550612303746,3,0.14863647023836768,0.04222305794111763,3,0.0,0.0,3,0.4516122142473857,0.10406877595671216,3,0.28893477718035376,0.15189263910979822,3,11.65672755241394,3.387719515179313,3,26132.0,0.0,0.06366557914284308
atlas_het,node_classification,graphatlas_no_transport,3,0.7027027010917664,0.15228957546745275,3,0.7027027010917664,0.15228957546745275,0,,,3,0.6939588884512583,0.187182313081737,3,0.720628043015798,0.09231002246444558,3,0.1813195959736601,0.17015928576938982,3,0.7563376416797909,0.09025151362081453,3,0.05148800710837043,0.009935178334065898,3,0.06624124882121878,0.06402011457626794,3,0.31035132209459937,0.10058357215142955,3,0.14555404831965765,0.04620028303844384,3,0.0,0.0,3,0.6531489988168081,0.34125365177351796,3,0.3135637963811556,0.2138517350327857,3,10.273921569188436,3.695555886481426,3,26096.0,0.0,0.17233187768617905
