source_id,paper_title,venue,year,table_id,source_url,dataset,dataset_version,task,metric,feature_condition,split_protocol,model,mean,std,unit,n_runs,comparison_level,notes,mean_fraction,std_fraction,effective_comparison_level,compatibility_notes
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GAT,63.74,6.7,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.6374,0.067,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GAT,35.12,6.4,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.35119999999999996,0.064,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,H2GCN,69.76,3.0,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.6976,0.03,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,H2GCN,79.09,3.5,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7909,0.035,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,H2GCN,80.18,1.9,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.8018000000000001,0.019,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,H2GCN,70.73,0.9,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7073,0.009000000000000001,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,H2GCN,47.09,0.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.47090000000000004,0.003,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,FAGCN,76.43,3.1,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7643000000000001,0.031,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,FAGCN,84.55,4.8,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.8454999999999999,0.048,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,FAGCN,83.16,1.4,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.8316,0.013999999999999999,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,FAGCN,75.58,0.5,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7558,0.005,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,FAGCN,49.83,0.6,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.49829999999999997,0.006,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,JacobiConv,73.57,4.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7356999999999999,0.043,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,JacobiConv,81.8,4.1,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.818,0.040999999999999995,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,JacobiConv,76.31,1.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7631,0.013000000000000001,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,JacobiConv,73.81,0.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7381,0.003,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,JacobiConv,49.43,0.5,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.4943,0.005,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GBK-GNN,66.19,2.8,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.6618999999999999,0.027999999999999997,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GBK-GNN,80.0,3.0,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.8,0.03,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GBK-GNN,72.98,3.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7298,0.033,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GBK-GNN,72.49,1.0,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7249,0.01,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GBK-GNN,44.9,0.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.449,0.003,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,OGNN,71.91,1.8,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7191,0.018000000000000002,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,OGNN,85.0,2.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.85,0.023,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,OGNN,79.3,2.1,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7929999999999999,0.021,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,OGNN,72.08,2.4,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7208,0.024,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,OGNN,47.79,1.6,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.4779,0.016,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,SEGSL,66.67,4.1,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.6667000000000001,0.040999999999999995,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,SEGSL,85.0,2.0,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.85,0.02,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,SEGSL,79.3,1.8,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7929999999999999,0.018000000000000002,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,SEGSL,72.73,0.8,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7273000000000001,0.008,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,SEGSL,47.38,0.2,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.4738,0.002,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,DisamGCL,50.48,2.0,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.5047999999999999,0.02,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,DisamGCL,65.0,1.2,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.65,0.012,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,DisamGCL,57.89,0.0,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.5789,0.0,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,DisamGCL,67.78,0.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.6778,0.003,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,DisamGCL,43.9,0.4,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.439,0.004,contextual,"feature_condition: published=llm_features, project=text_plus_structure"
