epoch,val_metric,train_metric,val_accuracy,train_accuracy,task,reconstruction,cocycle,inverse_cycle,path_consistency,triple_cocycle,metric,cover,balance,sparsity,geometry,total
1,0.1396293044090271,0.13952873647212982,0.1396293044090271,0.13952873647212982,2.8893449306488037,0.023777570575475693,0.0,0.0,0.0,0.0,0.0,0.0,0.06259255111217499,0.12487572431564331,0.0,2.8914713859558105
5,0.1396293044090271,0.13952873647212982,0.1396293044090271,0.13952873647212982,2.8498141765594482,0.006852034013718367,0.0,0.0,0.0,0.0,0.0,0.0,0.06330329924821854,0.1201494038105011,0.0,2.85107421875
10,0.1396293044090271,0.13952873647212982,0.1396293044090271,0.13952873647212982,2.7049472332000732,0.015600600279867649,0.004551985301077366,0.003160871099680662,0.001391114084981382,0.0,0.10352416336536407,0.0,0.07870280742645264,0.10205955058336258,0.0,2.707711935043335
15,0.16681376099586487,0.16609302163124084,0.16681376099586487,0.16609302163124084,2.4954140186309814,0.06832277029752731,0.0,0.0,0.0,0.0,0.0,0.0,0.08163926005363464,0.09695430845022202,0.0,2.499722957611084
20,0.3039717376232147,0.3088871240615845,0.3039717376232147,0.3088871240615845,2.315584659576416,0.09025304019451141,0.3003810942173004,0.140713170170784,0.15966792404651642,0.0,0.2067413628101349,0.0,0.06481549143791199,0.10677085816860199,0.0,2.326026201248169
25,0.3341571092605591,0.33598095178604126,0.3341571092605591,0.33598095178604126,2.1103029251098633,0.148776113986969,0.0,0.0,0.0,0.0,0.0,0.0,0.05832626670598984,0.10399274528026581,0.0,2.118553400039673
30,0.37881729006767273,0.3807254433631897,0.37881729006767273,0.3807254433631897,2.0049102306365967,0.11635032296180725,0.7283822298049927,0.19379094243049622,0.5345912575721741,0.0,0.4217744767665863,0.0,0.053160376846790314,0.10149586945772171,0.0,2.023002862930298
35,0.3980582356452942,0.3993469476699829,0.3980582356452942,0.3993469476699829,1.893005609512329,0.13556931912899017,0.0,0.0,0.0,0.0,0.0,0.0,0.05065557733178139,0.10137572139501572,0.0,1.900544285774231
40,0.41129744052886963,0.41205543279647827,0.41129744052886963,0.41205543279647827,1.8107054233551025,0.14788641035556793,0.22709423303604126,0.13754963874816895,0.08954459428787231,0.0,0.4063072204589844,0.0,0.04554037004709244,0.10092591494321823,0.0,1.82516610622406
45,0.4367166757583618,0.43844321370124817,0.4367166757583618,0.43844321370124817,1.7264087200164795,0.1419658064842224,0.0,0.0,0.0,0.0,0.0,0.0,0.04050780087709427,0.10075701773166656,0.0,1.7342133522033691
50,0.4806707799434662,0.4817756712436676,0.4806707799434662,0.4817756712436676,1.620300531387329,0.18848563730716705,0.32485324144363403,0.16460829973220825,0.1602449268102646,0.0,0.767600417137146,0.0,0.03553462028503418,0.09942874312400818,0.0,1.6413241624832153
55,0.5200352668762207,0.5230783224105835,0.5200352668762207,0.5230783224105835,1.5128173828125,0.21770747005939484,0.0,0.0,0.0,0.0,0.0,0.0,0.03376411646604538,0.09868136793375015,0.0,1.524364948272705
60,0.581818163394928,0.5868855714797974,0.581818163394928,0.5868855714797974,1.4013763666152954,0.20598843693733215,2.229796886444092,0.9077630639076233,1.3220338821411133,0.0,0.8644554018974304,0.0,0.031444963067770004,0.10201217234134674,0.0,1.4432857036590576
65,0.6014121770858765,0.6073603630065918,0.6014121770858765,0.6073603630065918,1.302672266960144,0.18216648697853088,0.0,0.0,0.0,0.0,0.0,0.0,0.027869069948792458,0.10464788228273392,0.0,1.3124431371688843
70,0.6268314123153687,0.6352484226226807,0.6268314123153687,0.6352484226226807,1.2182940244674683,0.20373304188251495,1.5228722095489502,0.718724250793457,0.8041478991508484,0.0,1.3525869846343994,0.0,0.02858642488718033,0.10448401421308517,0.0,1.257900595664978
75,0.641129732131958,0.6489277482032776,0.641129732131958,0.6489277482032776,1.1352622509002686,0.18889467418193817,0.0,0.0,0.0,0.0,0.0,0.0,0.025726206600666046,0.10123861581087112,0.0,1.1453417539596558
80,0.6598411202430725,0.6702850461006165,0.6598411202430725,0.6702850461006165,1.0716878175735474,0.15893875062465668,1.1742208003997803,0.64296555519104,0.531255304813385,0.0,1.32152259349823,0.0,0.025841107591986656,0.0983419418334961,0.0,1.1052131652832031
85,0.6771402955055237,0.6874062418937683,0.6771402955055237,0.6874062418937683,1.0135650634765625,0.15722177922725677,0.0,0.0,0.0,0.0,0.0,0.0,0.024118298664689064,0.09691956639289856,0.0,1.0220314264297485
90,0.6910855770111084,0.7026740908622742,0.6910855770111084,0.7026740908622742,0.9621880650520325,0.15148445963859558,1.3661699295043945,0.6852990984916687,0.680870771408081,0.0,1.0598949193954468,0.0,0.024085137993097305,0.09506151080131531,0.0,0.9946185946464539
95,0.6972638964653015,0.7130879759788513,0.6972638964653015,0.7130879759788513,0.9156061410903931,0.14706312119960785,0.0,0.0,0.0,0.0,0.0,0.0,0.02390306629240513,0.09357070177793503,0.0,0.9235466122627258
100,0.7119152545928955,0.7269437909126282,0.7119152545928955,0.7269437909126282,0.8748080730438232,0.1383569985628128,1.733438491821289,0.728559672832489,1.0048788785934448,0.0,1.0396374464035034,0.0,0.02414463832974434,0.0927715003490448,0.0,0.9100412130355835
105,0.7186231017112732,0.73117995262146,0.7186231017112732,0.73117995262146,0.8586305975914001,0.12772482633590698,0.0,0.0,0.0,0.0,0.0,0.0,0.024028679355978966,0.09143773466348648,0.0,0.8655941486358643
110,0.7214474678039551,0.7429176568984985,0.7214474678039551,0.7429176568984985,0.8224664330482483,0.10945872962474823,1.12930428981781,0.6479271650314331,0.48137709498405457,0.0,1.3746840953826904,0.0,0.023645013570785522,0.08939480781555176,0.0,0.8535444736480713
115,0.7267431616783142,0.7470656037330627,0.7267431616783142,0.7470656037330627,0.7953593730926514,0.10567788779735565,0.0,0.0,0.0,0.0,0.0,0.0,0.023742401972413063,0.0891232118010521,0.0,0.8012076020240784
120,0.737864077091217,0.7567734718322754,0.737864077091217,0.7567734718322754,0.761482834815979,0.1072588562965393,0.8787782192230225,0.61603182554245,0.2627464234828949,0.0,1.1967167854309082,0.0,0.02358640730381012,0.08856024593114853,0.0,0.7881615161895752
125,0.7352162003517151,0.7621569037437439,0.7352162003517151,0.7621569037437439,0.7372353076934814,0.10200773179531097,0.0,0.0,0.0,0.0,0.0,0.0,0.023424305021762848,0.08734457194805145,0.0,0.7428895235061646
130,0.7398058176040649,0.7698349952697754,0.7398058176040649,0.7698349952697754,0.7157605886459351,0.09377223253250122,0.7804338932037354,0.41424280405044556,0.3661910891532898,0.0,0.9252379536628723,0.0,0.02349136769771576,0.0865277349948883,0.0,0.7380560040473938
135,0.747043251991272,0.7772482633590698,0.747043251991272,0.7772482633590698,0.6938533186912537,0.08879844099283218,0.0,0.0,0.0,0.0,0.0,0.0,0.023667117580771446,0.08580438792705536,0.0,0.6988406181335449
140,0.7500441074371338,0.7821022272109985,0.7500441074371338,0.7821022272109985,0.6757979393005371,0.09138540923595428,0.8649232387542725,0.390800416469574,0.4741228222846985,0.0,1.5275437831878662,0.0,0.023400334641337395,0.08559055626392365,0.0,0.7048368453979492
145,0.751632809638977,0.7922513484954834,0.751632809638977,0.7922513484954834,0.6639155745506287,0.1046667993068695,0.0,0.0,0.0,0.0,0.0,0.0,0.0230136476457119,0.08491771668195724,0.0,0.6696885824203491
