task,metric_name,train_metric,val_metric,test_metric,train_link_roc_auc,val_link_roc_auc,test_link_roc_auc,train_link_average_precision,val_link_average_precision,test_link_average_precision,train_link_mrr,val_link_mrr,test_link_mrr,test_link_hits_at_10,test_link_hits_at_50,train_nll,train_macro_f1,train_mcc,train_micro_f1,train_worst_class_recall,train_weighted_f1,train_brier,train_balanced_accuracy,train_ece,train_accuracy,val_nll,val_macro_f1,val_mcc,val_micro_f1,val_worst_class_recall,val_weighted_f1,val_brier,val_balanced_accuracy,val_ece,val_accuracy,test_nll,test_macro_f1,test_mcc,test_micro_f1,test_worst_class_recall,test_weighted_f1,test_brier,test_balanced_accuracy,test_ece,test_accuracy,train_roc_auc,val_roc_auc,test_roc_auc,boundary_accuracy,interior_accuracy,chart_ari,overlap_f1,reconstruction_error,invariance_error_affine,invariance_error_nonlinear,invariance_logit_max_affine,invariance_logit_max_nonlinear,intervention_flip_rate_affine,intervention_flip_rate_nonlinear,intervention_test_metric_drop_affine,intervention_test_metric_drop_nonlinear,intervention_test_metric_nonlinear,metric_recovery_error,metric_recovery_mean_error,transition_error,local_distortion,cross_chart_distortion,curvature_flat_fraction,curvature_positive_fraction,curvature_negative_fraction,cocycle_error,inverse_cycle_error,triple_cocycle_error,path_consistency_error,metric_compatibility_error,metric_direction_error,metric_scale_error,chart_rank_error,chart_min_relative_singular_value,chart_condition_number,geometry_error,dataset,model,model_family,seed,best_epoch,last_epoch,resumed_from_epoch,trained_epochs_this_call,best_val_metric,parameters,num_nodes,num_edges,peak_cuda_memory_bytes,runtime_seconds,device,split,mean_active_charts,overlap_ratio,membership_entropy_mean,membership_entropy_p90,chart_utilization_min,chart_utilization_max,run_id,config_hash,source_hash
node_classification,accuracy,0.9707112908363342,0.8553459048271179,0.8466257452964783,,,,,,,,,,,,0.10211337357759476,0.9708498402318219,0.9561040011910684,0.9707112970711297,0.9590643274853801,0.9707195702675623,0.053756725043058395,0.9711466723850625,0.04892421141266823,0.9707112908363342,0.6569576859474182,0.8533920058672534,0.7828036034962584,0.8553459119496856,0.7843137254901961,0.8547315108869378,0.2743372917175293,0.8531131750945993,0.12931598722934723,0.8553459048271179,0.6935821771621704,0.8467638846444178,0.7696574423964295,0.8466257668711656,0.8113207547169812,0.8466193827379673,0.27427783608436584,0.8462581118729459,0.10901696979999542,0.8466257452964783,,,,0.8469387292861938,0.8461538553237915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,atlas_het_coordinate,ambient_vector_gnn,ambient_vector_gnn,0,115,155,0,155,0.8553459048271179,65187,800,10794,46835200,30.920329093933105,cuda,0,,,,,,,atlas_het_coordinate__node_classification__ambient_vector_gnn__split0__seed0__4f970c018a54,4f970c018a54,2f51d3fdcdc3ef3a
