task,metric_name,train_metric,val_metric,test_metric,train_link_roc_auc,val_link_roc_auc,test_link_roc_auc,train_link_average_precision,val_link_average_precision,test_link_average_precision,train_link_mrr,val_link_mrr,test_link_mrr,test_link_hits_at_10,test_link_hits_at_50,train_mcc,train_ece,train_weighted_f1,train_nll,train_macro_f1,train_accuracy,train_balanced_accuracy,train_brier,train_worst_class_recall,train_micro_f1,val_mcc,val_ece,val_weighted_f1,val_nll,val_macro_f1,val_accuracy,val_balanced_accuracy,val_brier,val_worst_class_recall,val_micro_f1,test_mcc,test_ece,test_weighted_f1,test_nll,test_macro_f1,test_accuracy,test_balanced_accuracy,test_brier,test_worst_class_recall,test_micro_f1,train_roc_auc,val_roc_auc,test_roc_auc,boundary_accuracy,interior_accuracy,chart_ari,overlap_f1,reconstruction_error,invariance_error_affine,invariance_error_nonlinear,invariance_logit_max_affine,invariance_logit_max_nonlinear,intervention_flip_rate_affine,intervention_flip_rate_nonlinear,intervention_test_metric_drop_affine,intervention_test_metric_drop_nonlinear,intervention_test_metric_nonlinear,metric_recovery_error,metric_recovery_mean_error,transition_error,local_distortion,cross_chart_distortion,curvature_flat_fraction,curvature_positive_fraction,curvature_negative_fraction,cocycle_error,inverse_cycle_error,triple_cocycle_error,path_consistency_error,metric_compatibility_error,metric_direction_error,metric_scale_error,chart_rank_error,chart_min_relative_singular_value,chart_condition_number,geometry_error,dataset,model,model_family,condition_id,intervention_profile,certified_routing_mode,transportability_beta,readout_mode,coordinate_activation,coordinate_left_linear,link_decoder,seed,best_epoch,last_epoch,resumed_from_epoch,trained_epochs_this_call,best_val_metric,parameters,num_nodes,num_edges,peak_cuda_memory_bytes,runtime_seconds,device,split,transportability_mean,transportability_std,transportability_min,transportability_max,distortion_mean,fraction_q_below_025,fraction_q_above_075,active_source_chart_count,q_route_spread_mean,q_route_spread_p90,routing_kl_from_membership,fraction_edges_with_multiple_source_charts,routing_total_variation_from_membership,routing_entropy_mean,active_target_chart_count,fraction_edges_with_multiple_target_charts,q_route_spread_median,q_route_spread_max,q_delta_closure_error,routing_opportunity,irreducible_transport_risk,cross_chart_mass,q_reference_agreement,mean_active_charts,overlap_ratio,membership_entropy_mean,membership_entropy_p90,chart_utilization_min,chart_utilization_max,run_id,config_hash,source_hash
node_classification,accuracy,0.429824560880661,0.38116776943206787,0.37368422746658325,,,,,,,,,,,,0.2781714093146103,0.05065485090017319,0.43002181069381445,1.2422840595245361,0.4117039789564581,0.429824560880661,0.4114757336296148,0.6501674652099609,0.29411764705882354,0.4298245614035088,0.21217720077496555,0.058334313333034515,0.38205523715578044,1.4136631488800049,0.3624260178836745,0.38116776943206787,0.36174101166071015,0.7080124616622925,0.2727272727272727,0.38116776315789475,0.20342224941777673,0.05494678393006325,0.3751080671118221,1.4280898571014404,0.3517687370021524,0.37368422746658325,0.34955807304791414,0.7134166955947876,0.22137404580152673,0.3736842105263158,,,,,,,,0.17321008443832397,7.85246712098342e-08,1.1208587835653816e-07,6.67572021484375e-06,6.67572021484375e-06,0.0,0.0,0.0,0.0,0.37368422746658325,,,,,,,,,0.015770968049764633,0.011744324117898941,0.0,0.004026644863188267,0.29550474882125854,0.2702180743217468,0.2528667151927948,0.006776684895157814,0.11885987222194672,12.528314590454102,0.0,actor,graphatlas_c,graphatlas_certified,,,certificate,1.0,full,none,False,dot,0,65,105,0,105,0.38116776943206787,640677,7600,53411,3575095808,54.62397575378418,cuda,0,0.7995036244392395,0.26199451088905334,0.24560195207595825,1.0,0.2004963904619217,0.00046818231930956244,0.7633900046348572,1.9997565746307373,0.2112223505973816,0.6677794456481934,0.01161703560501337,0.9997565746307373,0.046415217220783234,0.6329388618469238,1.9997565746307373,0.9997565746307373,0.10055577754974365,0.754390299320221,2.610884450859885e-07,0.20664872229099274,0.2004963904619217,0.521573007106781,0.6108198165893555,1.9990788698196411,0.9990789294242859,0.6520986557006836,0.6919876933097839,0.0,0.5265868902206421,actor__node_classification__graphatlas_c__split0__seed0__210a3d452de5,210a3d452de5,e7bb87803961c332
