task,metric_name,train_metric,val_metric,test_metric,train_link_roc_auc,val_link_roc_auc,test_link_roc_auc,train_link_average_precision,val_link_average_precision,test_link_average_precision,train_link_mrr,val_link_mrr,test_link_mrr,test_link_hits_at_10,test_link_hits_at_50,train_ece,train_micro_f1,train_mcc,train_accuracy,train_weighted_f1,train_nll,train_macro_f1,train_balanced_accuracy,train_brier,train_worst_class_recall,val_ece,val_micro_f1,val_mcc,val_accuracy,val_weighted_f1,val_nll,val_macro_f1,val_balanced_accuracy,val_brier,val_worst_class_recall,test_ece,test_micro_f1,test_mcc,test_accuracy,test_weighted_f1,test_nll,test_macro_f1,test_balanced_accuracy,test_brier,test_worst_class_recall,train_roc_auc,val_roc_auc,test_roc_auc,boundary_accuracy,interior_accuracy,chart_ari,overlap_f1,reconstruction_error,invariance_error_affine,invariance_error_nonlinear,invariance_logit_max_affine,invariance_logit_max_nonlinear,intervention_flip_rate_affine,intervention_flip_rate_nonlinear,intervention_test_metric_drop_affine,intervention_test_metric_drop_nonlinear,intervention_test_metric_nonlinear,metric_recovery_error,metric_recovery_mean_error,transition_error,local_distortion,cross_chart_distortion,curvature_flat_fraction,curvature_positive_fraction,curvature_negative_fraction,cocycle_error,inverse_cycle_error,triple_cocycle_error,path_consistency_error,metric_compatibility_error,metric_direction_error,metric_scale_error,chart_rank_error,chart_min_relative_singular_value,chart_condition_number,geometry_error,dataset,model,model_family,condition_id,intervention_profile,certified_routing_mode,transportability_beta,readout_mode,coordinate_activation,coordinate_left_linear,link_decoder,seed,best_epoch,last_epoch,resumed_from_epoch,trained_epochs_this_call,best_val_metric,parameters,num_nodes,num_edges,peak_cuda_memory_bytes,runtime_seconds,device,split,transportability_mean,transportability_std,transportability_min,transportability_max,distortion_mean,fraction_q_below_025,fraction_q_above_075,active_source_chart_count,q_route_spread_mean,q_route_spread_p90,routing_kl_from_membership,fraction_edges_with_multiple_source_charts,routing_total_variation_from_membership,routing_entropy_mean,active_target_chart_count,fraction_edges_with_multiple_target_charts,q_route_spread_median,q_route_spread_max,q_delta_closure_error,routing_opportunity,irreducible_transport_risk,cross_chart_mass,q_reference_agreement,mean_active_charts,overlap_ratio,membership_entropy_mean,membership_entropy_p90,chart_utilization_min,chart_utilization_max,run_id,config_hash,source_hash
node_classification,accuracy,0.5632184147834778,0.5714285969734192,0.5,,,,,,,,,,,,0.35248827934265137,0.5632183908045977,0.0,0.5632184147834778,0.4058485463150777,1.5758038759231567,0.1801470588235294,0.25,0.7866024971008301,0.0,0.36069849133491516,0.5714285714285714,0.0,0.5714285969734192,0.4155844155844156,1.5753344297409058,0.18181818181818182,0.25,0.7864102125167847,0.0,0.28926947712898254,0.5,0.0,0.5,0.3333333333333333,1.5803509950637817,0.13333333333333333,0.2,0.788421630859375,0.0,,,,,,,,0.01624291017651558,4.063953173982782e-09,3.90458243515468e-09,7.450580596923828e-09,7.450580596923828e-09,0.0,0.0,0.0,0.0,0.5,,,,,,,,,6.001448491588235e-05,2.3595146558363922e-05,0.0,3.641934017650783e-05,2.815516233444214,1.7710331678390503,10.444828987121582,0.0,0.6265907287597656,2.1459579467773438,0.0,hetgb_texas,graphatlas_c,graphatlas_certified,,,certificate,1.0,full,none,False,dot,0,1,40,0,40,0.5714285969734192,1855653,187,578,187160576,13.121439933776855,cuda,0,0.6783487796783447,0.3254315257072449,0.284845769405365,1.0,0.3216512203216553,0.0,0.5,2.0,0.36337709426879883,0.7133710384368896,0.025395048782229424,1.0,0.08728460222482681,0.6606693863868713,2.0,1.0,0.1296277940273285,0.715154230594635,6.746771674670526e-08,0.31167006492614746,0.32165127992630005,0.4914655387401581,0.75,2.0,1.0,0.6846476793289185,0.6846941709518433,0.0,0.565097451210022,hetgb_texas__node_classification__graphatlas_c__split0__seed0__f8bb59cdb0d0,f8bb59cdb0d0,e7bb87803961c332
