dataset,task,model,model_family,seed,split,metric_name,val_metric,test_metric,best_epoch,last_epoch,best_val_metric,parameters,runtime_seconds,device,num_nodes,num_edges,native_heterogeneous,homogeneous_projection,neighbor_sampling,batch_size,fanout,sampled_nodes,sampled_edges,sampled_batches,val_accuracy,val_macro_f1,val_micro_f1,val_f1,val_precision,val_recall,val_roc_auc,val_average_precision,test_accuracy,test_macro_f1,test_micro_f1,test_f1,test_precision,test_recall,test_roc_auc,test_average_precision,run_id,config_hash,source_hash
h2gb_ieee_cis,node_classification,atn,atn,0,0,f1,0.5632141540729819,0.4845650140318054,45,85,0.5632141540729819,404397,974.8270182609558,cuda,153880,1436736,True,False,True,256,"[20, 15]",9807810,0,38335,0.9178395618109964,0.7589345939691049,0.9178395618109964,0.5632141540729819,0.5472779369627507,0.5801063022019742,0.8492824583986122,0.5403198577072701,0.8853993344425957,0.7100489747823704,0.8853993344425957,0.4845650140318054,0.4195464362850972,0.5734317343173432,0.8154068146389627,0.45488395353708644,h2gb_ieee_cis__node_classification__atn__split0__seed0__e6faa1362aa9,e6faa1362aa9,735f66d2bcfd6f3a
