dataset,task,model,model_family,seed,split,metric_name,val_metric,test_metric,best_epoch,last_epoch,best_val_metric,parameters,runtime_seconds,device,num_nodes,num_edges,native_heterogeneous,homogeneous_projection,neighbor_sampling,batch_size,fanout,sampled_nodes,sampled_edges,sampled_batches,val_accuracy,val_macro_f1,val_micro_f1,val_f1,val_precision,val_recall,val_roc_auc,val_average_precision,test_accuracy,test_macro_f1,test_micro_f1,test_f1,test_precision,test_recall,test_roc_auc,test_average_precision,run_id,config_hash,source_hash
h2gb_pdns,node_classification,atn,atn,0,0,f1,0.8843036754720287,0.8821542836829008,30,70,0.8843036754720287,24829,409.35939264297485,cuda,1173558,41501735,True,False,True,256,"[20, 15]",9006251,31618248,16730,0.8486532951289398,0.8327755435257932,0.8486532951289398,0.8843036754720287,0.9084608460846084,0.8613979687633353,0.9234676794937222,0.9617265160114115,0.8480229226361031,0.8341071515219926,0.8480229226361031,0.8821542836829008,0.9046664236237696,0.8607353451266042,0.9252402794252401,0.9605049470470226,h2gb_pdns__node_classification__atn__split0__seed0__05b9140e3189,05b9140e3189,e7bb87803961c332
