task,metric_name,train_metric,val_metric,test_metric,train_link_roc_auc,val_link_roc_auc,test_link_roc_auc,train_link_average_precision,val_link_average_precision,test_link_average_precision,train_link_mrr,val_link_mrr,test_link_mrr,test_link_hits_at_10,test_link_hits_at_50,train_worst_class_recall,train_mcc,train_balanced_accuracy,train_ece,train_weighted_f1,train_macro_f1,train_brier,train_nll,train_accuracy,train_micro_f1,val_worst_class_recall,val_mcc,val_balanced_accuracy,val_ece,val_weighted_f1,val_macro_f1,val_brier,val_nll,val_accuracy,val_micro_f1,test_worst_class_recall,test_mcc,test_balanced_accuracy,test_ece,test_weighted_f1,test_macro_f1,test_brier,test_nll,test_accuracy,test_micro_f1,train_roc_auc,val_roc_auc,test_roc_auc,boundary_accuracy,interior_accuracy,chart_ari,overlap_f1,reconstruction_error,invariance_error_affine,invariance_error_nonlinear,invariance_logit_max_affine,invariance_logit_max_nonlinear,intervention_flip_rate_affine,intervention_flip_rate_nonlinear,intervention_test_metric_drop_affine,intervention_test_metric_drop_nonlinear,intervention_test_metric_nonlinear,metric_recovery_error,metric_recovery_mean_error,transition_error,local_distortion,cross_chart_distortion,curvature_flat_fraction,curvature_positive_fraction,curvature_negative_fraction,cocycle_error,inverse_cycle_error,triple_cocycle_error,path_consistency_error,metric_compatibility_error,metric_direction_error,metric_scale_error,chart_rank_error,chart_min_relative_singular_value,chart_condition_number,geometry_error,dataset,model,model_family,condition_id,intervention_profile,certified_routing_mode,transportability_beta,readout_mode,coordinate_activation,coordinate_left_linear,link_decoder,seed,best_epoch,last_epoch,resumed_from_epoch,trained_epochs_this_call,best_val_metric,parameters,num_nodes,num_edges,peak_cuda_memory_bytes,runtime_seconds,device,split,transportability_mean,transportability_std,transportability_min,transportability_max,distortion_mean,fraction_q_below_025,fraction_q_above_075,active_source_chart_count,q_route_spread_mean,q_route_spread_p90,routing_kl_from_membership,fraction_edges_with_multiple_source_charts,routing_total_variation_from_membership,routing_entropy_mean,active_target_chart_count,fraction_edges_with_multiple_target_charts,q_route_spread_median,q_route_spread_max,q_delta_closure_error,routing_opportunity,irreducible_transport_risk,cross_chart_mass,q_reference_agreement,mean_active_charts,overlap_ratio,membership_entropy_mean,membership_entropy_p90,chart_utilization_min,chart_utilization_max,run_id,config_hash,source_hash
node_classification,roc_auc,0.8471072684134875,0.7530261099469489,0.7560377410767267,,,,,,,,,,,,0.14246575342465753,0.351602150471431,0.5709800322116967,0.003259120974689722,0.9646179135712343,0.6162958386356888,0.04694235324859619,0.09991846233606339,0.9739165902137756,0.9739165985282093,0.11506849315068493,0.24842047950063886,0.5562278833220766,0.009056472219526768,0.9615822998991181,0.5885221651841976,0.05458800867199898,0.12184926867485046,0.9710547924041748,0.9710547833197056,0.1095890410958904,0.23594448499932968,0.5534039929902173,0.00863398052752018,0.9611513632852853,0.5838733184623596,0.054297175258398056,0.12161615490913391,0.9707301259040833,0.9707301120104652,,,,,,,,0.02619050443172455,5.030999172817019e-09,4.8073438563278614e-09,1.430511474609375e-06,1.1920928955078125e-06,0.0,0.0,0.0,0.0,0.9707301259040833,,,,,,,,,0.00031936465529724956,0.0002256330626551062,0.0,9.373158536618575e-05,0.008399798534810543,0.007667232770472765,0.0073256539180874825,0.005530737340450287,0.12604811787605286,11.298535346984863,0.0,questions,graphatlas_c,graphatlas_certified,,,certificate,1.0,full,none,False,dot,0,145,185,0,185,0.7530261099469489,264802,48921,307080,14792310272,5313.493608951569,cuda,0,0.9992296695709229,0.0007720404537394643,0.9868664741516113,1.0,0.0007702811853960156,0.0,1.0,1.9999966621398926,0.00046045653289183974,0.0010213255882263184,4.937226805168393e-08,0.9999967217445374,0.00011468772572698072,0.6912406086921692,1.9999966621398926,0.9999967217445374,0.00034737586975097656,0.012899339199066162,1.6473188679810846e-07,0.0002947515749838203,0.0007702995790168643,0.4999133348464966,0.5453920960426331,1.9999794960021973,0.999979555606842,0.6908547282218933,0.693099856376648,0.0,0.5017505288124084,questions__node_classification__graphatlas_c__split0__seed0__84004b5a7fa0,84004b5a7fa0,e7bb87803961c332
