task,metric_name,train_metric,val_metric,test_metric,train_link_roc_auc,val_link_roc_auc,test_link_roc_auc,train_link_average_precision,val_link_average_precision,test_link_average_precision,train_link_mrr,val_link_mrr,test_link_mrr,test_link_hits_at_10,test_link_hits_at_50,train_brier,train_nll,train_worst_class_recall,train_mcc,train_micro_f1,train_weighted_f1,train_ece,train_accuracy,train_macro_f1,train_balanced_accuracy,val_brier,val_nll,val_worst_class_recall,val_mcc,val_micro_f1,val_weighted_f1,val_ece,val_accuracy,val_macro_f1,val_balanced_accuracy,test_brier,test_nll,test_worst_class_recall,test_mcc,test_micro_f1,test_weighted_f1,test_ece,test_accuracy,test_macro_f1,test_balanced_accuracy,train_roc_auc,val_roc_auc,test_roc_auc,boundary_accuracy,interior_accuracy,chart_ari,overlap_f1,reconstruction_error,invariance_error_affine,invariance_error_nonlinear,invariance_logit_max_affine,invariance_logit_max_nonlinear,intervention_flip_rate_affine,intervention_flip_rate_nonlinear,intervention_test_metric_drop_affine,intervention_test_metric_drop_nonlinear,intervention_test_metric_nonlinear,metric_recovery_error,metric_recovery_mean_error,transition_error,local_distortion,cross_chart_distortion,curvature_flat_fraction,curvature_positive_fraction,curvature_negative_fraction,cocycle_error,inverse_cycle_error,triple_cocycle_error,path_consistency_error,metric_compatibility_error,metric_direction_error,metric_scale_error,chart_rank_error,chart_min_relative_singular_value,chart_condition_number,geometry_error,dataset,model,model_family,condition_id,intervention_profile,certified_routing_mode,transportability_beta,readout_mode,coordinate_activation,coordinate_left_linear,link_decoder,seed,best_epoch,last_epoch,resumed_from_epoch,trained_epochs_this_call,best_val_metric,parameters,num_nodes,num_edges,peak_cuda_memory_bytes,runtime_seconds,device,split,transportability_mean,transportability_std,transportability_min,transportability_max,distortion_mean,fraction_q_below_025,fraction_q_above_075,active_source_chart_count,q_route_spread_mean,q_route_spread_p90,routing_kl_from_membership,fraction_edges_with_multiple_source_charts,routing_total_variation_from_membership,routing_entropy_mean,active_target_chart_count,fraction_edges_with_multiple_target_charts,q_route_spread_median,q_route_spread_max,q_delta_closure_error,routing_opportunity,irreducible_transport_risk,cross_chart_mass,q_reference_agreement,mean_active_charts,overlap_ratio,membership_entropy_mean,membership_entropy_p90,chart_utilization_min,chart_utilization_max,run_id,config_hash,source_hash
node_classification,accuracy,0.36787521839141846,0.36779356002807617,0.36795687675476074,,,,,,,,,,,,0.7801604866981506,1.5592058897018433,0.0,0.0,0.36787522456312266,0.19787211350449138,0.14673513174057007,0.36787521839141846,0.10757566712435078,0.2,0.780165433883667,1.5592187643051147,0.0,0.0,0.36779356524579454,0.1977960857154697,0.1466524749994278,0.36779356002807617,0.10755820895522387,0.2,0.7801592350006104,1.5592041015625,0.0,0.0,0.3679568838804508,0.19794815171505623,0.1468161940574646,0.36795687675476074,0.10759312320916906,0.2,,,,,,,,0.014699755236506462,1.0972661890207291e-08,1.057962961681369e-08,5.960464477539063e-08,4.470348358154297e-08,0.0,0.0,0.0,0.0,0.36795687675476074,,,,,,,,,0.001155153731815517,0.0005254498682916164,0.0,0.0006297038635239005,0.28011763095855713,0.2012116014957428,0.7890604138374329,0.0,0.3205277919769287,4.724687099456787,0.0,hetgb_amazon,graphatlas_c,graphatlas_certified,,,certificate,1.0,full,none,False,dot,0,10,50,0,50,0.36779356002807617,1855653,24492,186100,11691274240,568.7453501224518,cuda,0,0.9766571521759033,0.023897115141153336,0.9450575113296509,1.0,0.02334284596145153,0.0,1.0,2.0,0.024900829419493675,0.05390429496765137,0.00013692911306861788,1.0,0.006077434401959181,0.6814919114112854,2.0,1.0,0.006432294845581055,0.05494225025177002,1.2456779074909718e-07,0.023346591740846634,0.023342883214354515,0.48870113492012024,0.5,2.0,1.0,0.6818442940711975,0.6820677518844604,0.0,0.5750324130058289,hetgb_amazon__node_classification__graphatlas_c__split0__seed0__43e195189704,43e195189704,e7bb87803961c332
