task,metric_name,train_metric,val_metric,test_metric,train_link_roc_auc,val_link_roc_auc,test_link_roc_auc,train_link_average_precision,val_link_average_precision,test_link_average_precision,train_link_mrr,val_link_mrr,test_link_mrr,test_link_hits_at_10,test_link_hits_at_50,train_weighted_f1,train_brier,train_macro_f1,train_accuracy,train_worst_class_recall,train_nll,train_ece,train_balanced_accuracy,train_micro_f1,train_mcc,val_weighted_f1,val_brier,val_macro_f1,val_accuracy,val_worst_class_recall,val_nll,val_ece,val_balanced_accuracy,val_micro_f1,val_mcc,test_weighted_f1,test_brier,test_macro_f1,test_accuracy,test_worst_class_recall,test_nll,test_ece,test_balanced_accuracy,test_micro_f1,test_mcc,train_roc_auc,val_roc_auc,test_roc_auc,boundary_accuracy,interior_accuracy,chart_ari,overlap_f1,reconstruction_error,invariance_error_affine,invariance_error_nonlinear,invariance_logit_max_affine,invariance_logit_max_nonlinear,intervention_flip_rate_affine,intervention_flip_rate_nonlinear,intervention_test_metric_drop_affine,intervention_test_metric_drop_nonlinear,intervention_test_metric_nonlinear,metric_recovery_error,metric_recovery_mean_error,transition_error,local_distortion,cross_chart_distortion,curvature_flat_fraction,curvature_positive_fraction,curvature_negative_fraction,cocycle_error,inverse_cycle_error,triple_cocycle_error,path_consistency_error,metric_compatibility_error,metric_direction_error,metric_scale_error,chart_rank_error,chart_min_relative_singular_value,chart_condition_number,geometry_error,dataset,model,model_family,condition_id,intervention_profile,certified_routing_mode,transportability_beta,readout_mode,coordinate_activation,coordinate_left_linear,link_decoder,seed,best_epoch,last_epoch,resumed_from_epoch,trained_epochs_this_call,best_val_metric,parameters,num_nodes,num_edges,peak_cuda_memory_bytes,runtime_seconds,device,split,transportability_mean,transportability_std,transportability_min,transportability_max,distortion_mean,fraction_q_below_025,fraction_q_above_075,active_source_chart_count,q_route_spread_mean,q_route_spread_p90,routing_kl_from_membership,fraction_edges_with_multiple_source_charts,routing_total_variation_from_membership,routing_entropy_mean,active_target_chart_count,fraction_edges_with_multiple_target_charts,q_route_spread_median,q_route_spread_max,q_delta_closure_error,routing_opportunity,irreducible_transport_risk,cross_chart_mass,q_reference_agreement,mean_active_charts,overlap_ratio,membership_entropy_mean,membership_entropy_p90,chart_utilization_min,chart_utilization_max,run_id,config_hash,source_hash
node_classification,accuracy,0.48960304260253906,0.4897235929965973,0.4870641231536865,,,,,,,,,,,,0.3218456430579678,0.7950202822685242,0.1314720812182741,0.48960304260253906,0.0,1.5971543788909912,0.2821950912475586,0.2,0.4896030245746692,0.0,0.32197812349751614,0.7950156331062317,0.13149381541389155,0.4897235929965973,0.0,1.5971425771713257,0.282315731048584,0.2,0.4897236002834869,0.0,0.3190601553020698,0.7950890064239502,0.13101361573373677,0.4870641231536865,0.0,1.5973259210586548,0.2796563506126404,0.2,0.4870641169853768,0.0,,,,,,,,0.014192849397659302,4.83207962531651e-09,5.014294757188509e-09,2.2351741790771484e-08,2.2351741790771484e-08,0.0,0.0,0.0,0.0,0.4870641231536865,,,,,,,,,0.00019894400611519814,8.29157215775922e-05,0.0,0.00011602827726164833,1.4124599695205688,0.9180002212524414,4.944597244262695,0.0,0.5544251799583435,2.5938868522644043,0.0,hetgb_actor,graphatlas_c,graphatlas_certified,,,certificate,1.0,full,none,False,dot,0,5,45,0,45,0.4897235929965973,1855653,4416,24292,2006124032,41.04568147659302,cuda,0,0.8080655932426453,0.19194313883781433,0.6107884049415588,1.0,0.19193434715270996,0.0,0.5,2.0,0.23093901574611664,0.3864865303039551,0.009187971241772175,1.0,0.055408935993909836,0.6716153025627136,2.0,1.0,0.11493965983390808,0.38921159505844116,9.980563220324257e-08,0.1859280914068222,0.19193439185619354,0.4838182032108307,0.5,2.0,1.0,0.6768984794616699,0.6771479249000549,0.0,0.5898885726928711,hetgb_actor__node_classification__graphatlas_c__split0__seed0__140211ce9dcc,140211ce9dcc,e7bb87803961c332
