task,metric_name,train_metric,val_metric,test_metric,train_link_roc_auc,val_link_roc_auc,test_link_roc_auc,train_link_average_precision,val_link_average_precision,test_link_average_precision,train_link_mrr,val_link_mrr,test_link_mrr,test_link_hits_at_10,test_link_hits_at_50,train_brier,train_weighted_f1,train_accuracy,train_micro_f1,train_macro_f1,train_nll,train_mcc,train_balanced_accuracy,train_worst_class_recall,train_ece,val_brier,val_weighted_f1,val_accuracy,val_micro_f1,val_macro_f1,val_nll,val_mcc,val_balanced_accuracy,val_worst_class_recall,val_ece,test_brier,test_weighted_f1,test_accuracy,test_micro_f1,test_macro_f1,test_nll,test_mcc,test_balanced_accuracy,test_worst_class_recall,test_ece,train_roc_auc,val_roc_auc,test_roc_auc,boundary_accuracy,interior_accuracy,chart_ari,overlap_f1,reconstruction_error,invariance_error_affine,invariance_error_nonlinear,invariance_logit_max_affine,invariance_logit_max_nonlinear,intervention_flip_rate_affine,intervention_flip_rate_nonlinear,intervention_test_metric_drop_affine,intervention_test_metric_drop_nonlinear,intervention_test_metric_nonlinear,metric_recovery_error,metric_recovery_mean_error,transition_error,local_distortion,cross_chart_distortion,curvature_flat_fraction,curvature_positive_fraction,curvature_negative_fraction,cocycle_error,inverse_cycle_error,triple_cocycle_error,path_consistency_error,metric_compatibility_error,metric_direction_error,metric_scale_error,chart_rank_error,chart_min_relative_singular_value,chart_condition_number,geometry_error,dataset,model,model_family,seed,best_epoch,last_epoch,resumed_from_epoch,trained_epochs_this_call,best_val_metric,parameters,num_nodes,num_edges,peak_cuda_memory_bytes,runtime_seconds,device,split,mean_active_charts,overlap_ratio,membership_entropy_mean,membership_entropy_p90,chart_utilization_min,chart_utilization_max,run_id,config_hash,source_hash
node_classification,accuracy,0.839908242225647,0.7539276480674744,0.7537945508956909,,,,,,,,,,,,0.22474807500839233,0.8343063343437054,0.839908242225647,0.8399082163974936,0.7687993006089551,0.4673559069633484,0.8246037302667426,0.7639468971823723,0.23030303030303031,0.023352693766355515,0.33685269951820374,0.7448716667926522,0.7539276480674744,0.753927625772286,0.6503997886882087,0.780795693397522,0.730171134240542,0.6568604429199838,0.07692307692307693,0.05233287066221237,0.3443434536457062,0.745516317822564,0.7537945508956909,0.7537945640663607,0.6501240548108433,0.808500349521637,0.7299110079182858,0.6577144146907278,0.08536585365853659,0.05112114176154137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roman_empire,ambient_vector_gnn,ambient_vector_gnn,0,200,200,0,200,0.7539276480674744,115858,22662,65854,0,101.56651329994202,cpu,0,,,,,,,roman_empire__node_classification__ambient_vector_gnn__split0__seed0__3be0f6041727,3be0f6041727,13cd544cee4412a5
