run_id,config_hash,source_hash,dataset,task,model,model_family,seed,split,num_threads,run_dir,job_config
hetgb_texas__node_classification__graphatlas_c__split0__seed0__f8bb59cdb0d0,f8bb59cdb0d0,e7bb87803961c332,hetgb_texas,node_classification,graphatlas_c,graphatlas_certified,0,0,1,outputs\.work\runs_real_best_single\hetgb_texas\graphatlas_c\split-0\seed-0\config-f8bb59cd,outputs\.work\runs_real_best_single\hetgb_texas\graphatlas_c\split-0\seed-0\config-f8bb59cd\job_config.yaml
