run_id,config_hash,source_hash,dataset,task,model,model_family,seed,split,num_threads,run_dir,job_config
actor__node_classification__graphatlas_c__split0__seed0__210a3d452de5,210a3d452de5,e7bb87803961c332,actor,node_classification,graphatlas_c,graphatlas_certified,0,0,1,outputs\.work\runs_real_best_single\actor\graphatlas_c\split-0\seed-0\config-210a3d45,outputs\.work\runs_real_best_single\actor\graphatlas_c\split-0\seed-0\config-210a3d45\job_config.yaml
