run_id,config_hash,source_hash,dataset,task,model,seed,split,num_threads,run_dir,job_config
atlas_het__node_classification__graphatlas_no_transport__split0__seed0__c3f445754854,c3f445754854,1603a252da85889e,atlas_het,node_classification,graphatlas_no_transport,0,0,1,outputs/runs/atlas_het/node_classification/graphatlas_no_transport/split_0/seed_0/cfg_c3f445754854,outputs/runs/atlas_het/node_classification/graphatlas_no_transport/split_0/seed_0/cfg_c3f445754854/job_config.yaml
atlas_het__node_classification__graphatlas_no_transport__split0__seed1__8bbab7291f5d,8bbab7291f5d,1603a252da85889e,atlas_het,node_classification,graphatlas_no_transport,1,0,1,outputs/runs/atlas_het/node_classification/graphatlas_no_transport/split_0/seed_1/cfg_8bbab7291f5d,outputs/runs/atlas_het/node_classification/graphatlas_no_transport/split_0/seed_1/cfg_8bbab7291f5d/job_config.yaml
atlas_het__node_classification__graphatlas_no_transport__split0__seed2__96fcc6d0c80b,96fcc6d0c80b,1603a252da85889e,atlas_het,node_classification,graphatlas_no_transport,2,0,1,outputs/runs/atlas_het/node_classification/graphatlas_no_transport/split_0/seed_2/cfg_96fcc6d0c80b,outputs/runs/atlas_het/node_classification/graphatlas_no_transport/split_0/seed_2/cfg_96fcc6d0c80b/job_config.yaml
atlas_het__node_classification__graphatlas_free_transition__split0__seed0__cff836e7ead7,cff836e7ead7,1603a252da85889e,atlas_het,node_classification,graphatlas_free_transition,0,0,1,outputs/runs/atlas_het/node_classification/graphatlas_free_transition/split_0/seed_0/cfg_cff836e7ead7,outputs/runs/atlas_het/node_classification/graphatlas_free_transition/split_0/seed_0/cfg_cff836e7ead7/job_config.yaml
atlas_het__node_classification__graphatlas_free_transition__split0__seed1__948bda3d69e4,948bda3d69e4,1603a252da85889e,atlas_het,node_classification,graphatlas_free_transition,1,0,1,outputs/runs/atlas_het/node_classification/graphatlas_free_transition/split_0/seed_1/cfg_948bda3d69e4,outputs/runs/atlas_het/node_classification/graphatlas_free_transition/split_0/seed_1/cfg_948bda3d69e4/job_config.yaml
atlas_het__node_classification__graphatlas_free_transition__split0__seed2__fd1f836f834f,fd1f836f834f,1603a252da85889e,atlas_het,node_classification,graphatlas_free_transition,2,0,1,outputs/runs/atlas_het/node_classification/graphatlas_free_transition/split_0/seed_2/cfg_fd1f836f834f,outputs/runs/atlas_het/node_classification/graphatlas_free_transition/split_0/seed_2/cfg_fd1f836f834f/job_config.yaml
atlas_het__node_classification__graphatlas__split0__seed0__482a0c9fc936,482a0c9fc936,1603a252da85889e,atlas_het,node_classification,graphatlas,0,0,1,outputs/runs/atlas_het/node_classification/graphatlas/split_0/seed_0/cfg_482a0c9fc936,outputs/runs/atlas_het/node_classification/graphatlas/split_0/seed_0/cfg_482a0c9fc936/job_config.yaml
atlas_het__node_classification__graphatlas__split0__seed1__355f37922a4f,355f37922a4f,1603a252da85889e,atlas_het,node_classification,graphatlas,1,0,1,outputs/runs/atlas_het/node_classification/graphatlas/split_0/seed_1/cfg_355f37922a4f,outputs/runs/atlas_het/node_classification/graphatlas/split_0/seed_1/cfg_355f37922a4f/job_config.yaml
atlas_het__node_classification__graphatlas__split0__seed2__4f57e2081b78,4f57e2081b78,1603a252da85889e,atlas_het,node_classification,graphatlas,2,0,1,outputs/runs/atlas_het/node_classification/graphatlas/split_0/seed_2/cfg_4f57e2081b78,outputs/runs/atlas_het/node_classification/graphatlas/split_0/seed_2/cfg_4f57e2081b78/job_config.yaml
