run_id,config_hash,source_hash,dataset,task,model,model_family,seed,split,num_threads,run_dir,job_config
hetgb_actor__node_classification__graphatlas_c__split0__seed0__140211ce9dcc,140211ce9dcc,e7bb87803961c332,hetgb_actor,node_classification,graphatlas_c,graphatlas_certified,0,0,1,outputs\.work\runs_real_best_single\hetgb_actor\graphatlas_c\split-0\seed-0\config-140211ce,outputs\.work\runs_real_best_single\hetgb_actor\graphatlas_c\split-0\seed-0\config-140211ce\job_config.yaml
