run_id,config_hash,source_hash,dataset,task,model,model_family,seed,split,num_threads,run_dir,job_config
dblp__node_classification__graphatlas_c__split0__seed0__4a1ed368755c,4a1ed368755c,e7bb87803961c332,dblp,node_classification,graphatlas_c,graphatlas_certified,0,0,1,outputs\.work\runs_real_best_single\dblp\graphatlas_c\split-0\seed-0\config-4a1ed368,outputs\.work\runs_real_best_single\dblp\graphatlas_c\split-0\seed-0\config-4a1ed368\job_config.yaml
