epoch,val_metric,train_metric,val_accuracy,train_accuracy,task,reconstruction,cocycle,inverse_cycle,path_consistency,triple_cocycle,metric,metric_direction_error,metric_scale_error,chart_rank,chart_min_relative_singular_value,chart_condition_number,cover,balance,sparsity,geometry,total
1,0.32828283309936523,0.32830819487571716,0.32828283309936523,0.32830819487571716,1.10194993019104,0.025193797424435616,3.464970723143779e-05,1.2286943274375517e-05,2.2362764866556972e-05,0.0,3.6386048793792725,2.014273166656494,16.243314743041992,0.0,0.8099032640457153,1.4371941089630127,0.0,0.09156520664691925,0.0,0.0,1.1764402389526367
5,0.35353535413742065,0.3534338176250458,0.35353535413742065,0.3534338176250458,1.0956039428710938,0.006196383852511644,0.002096672775223851,0.0011341468198224902,0.0009625258971937001,0.0,0.7868312001228333,0.6385709643363953,1.4826017618179321,0.0,0.6606910824775696,2.0109574794769287,0.0,0.13847720623016357,0.0,0.5492435097694397,1.1178656816482544
10,0.4292929172515869,0.4757118821144104,0.4292929172515869,0.4757118821144104,1.0531885623931885,0.014200647361576557,0.03487587720155716,0.02394409291446209,0.01093178242444992,0.0,0.2705773413181305,0.23923824727535248,0.31339049339294434,0.0,0.40102702379226685,3.6838903427124023,0.0,0.15960043668746948,0.0,0.46221625804901123,1.0651884078979492
15,0.4595959484577179,0.5025125741958618,0.4595959484577179,0.5025125741958618,1.0048778057098389,0.02683345414698124,0.15894253551959991,0.1148175448179245,0.04412498697638512,0.0,0.21481844782829285,0.1607060432434082,0.5411238074302673,0.0005791519652120769,0.3303118646144867,4.700910568237305,0.0,0.1600000113248825,0.0,0.5301595330238342,1.0186541080474854
20,0.4444444477558136,0.552763819694519,0.4444444477558136,0.552763819694519,0.9560499787330627,0.04922900348901749,0.14131930470466614,0.10661044716835022,0.03470885753631592,0.0,0.16613176465034485,0.1320798099040985,0.340519517660141,0.0008126653265208006,0.33142030239105225,4.776027679443359,0.0,0.1600000113248825,0.0,0.4137194752693176,0.9685396552085876
25,0.43939393758773804,0.5778894424438477,0.43939393758773804,0.5778894424438477,0.8765780925750732,0.09993626177310944,0.06628506630659103,0.049775630235672,0.016509436070919037,0.0,0.14289617538452148,0.10316033661365509,0.39735835790634155,0.0005286015220917761,0.3642149269580841,4.316025733947754,0.0,0.1600000113248825,0.0,0.5956658124923706,0.8920227885246277
30,0.4343434274196625,0.5276381969451904,0.4343434274196625,0.5276381969451904,0.855968713760376,0.12726137042045593,0.05107150971889496,0.03176781162619591,0.0193036962300539,0.0,0.13819651305675507,0.08281943202018738,0.5537707209587097,0.00021700863726437092,0.40833234786987305,3.984245777130127,0.0,0.07505440711975098,0.0,0.7165018320083618,0.8733419179916382
35,0.4848484992980957,0.6415410041809082,0.4848484992980957,0.6415410041809082,0.8916232585906982,0.14097461104393005,0.2705218493938446,0.1727920025587082,0.09772983938455582,0.0,0.17132021486759186,0.09362982958555222,0.7769034504890442,7.875145820435137e-05,0.3476911783218384,4.652583599090576,0.0,0.1600000113248825,0.0,0.717421293258667,0.9137559533119202
40,0.5151515007019043,0.6147403717041016,0.5151515007019043,0.6147403717041016,0.8371682167053223,0.09322642534971237,0.1426958441734314,0.10219880938529968,0.04049702733755112,0.0,0.12405923753976822,0.06954975426197052,0.545094907283783,8.083512511802837e-06,0.3388630449771881,4.360320091247559,0.0,0.06116640567779541,0.0,0.706786572933197,0.8535163998603821
45,0.5202020406723022,0.6733668446540833,0.5202020406723022,0.6733668446540833,0.7280346155166626,0.16847796738147736,0.24342164397239685,0.16932126879692078,0.07410036772489548,0.0,0.14144086837768555,0.07492333650588989,0.6651754975318909,2.4175396902137436e-05,0.42292964458465576,3.789762496948242,0.0,0.1468624323606491,0.0,1.1495370864868164,0.7546924948692322
50,0.5505050420761108,0.6984924674034119,0.5505050420761108,0.6984924674034119,0.7042816281318665,0.1449851095676422,0.22785960137844086,0.15341949462890625,0.0744401067495346,0.0,0.20488935708999634,0.14234542846679688,0.6254395246505737,2.1667950932169333e-05,0.4063981771469116,3.97428560256958,0.0,0.08152961730957031,0.0,0.9285913109779358,0.7283454537391663
55,0.560606062412262,0.7202680110931396,0.560606062412262,0.7202680110931396,0.6718372702598572,0.1440107375383377,0.15908679366111755,0.09906529635190964,0.060021501034498215,0.0,0.2925828695297241,0.21258540451526642,0.7999749779701233,5.227175279287621e-06,0.41747212409973145,3.7638967037200928,0.0,0.15486763417720795,0.0,0.9918484687805176,0.6977734565734863
60,0.5707070827484131,0.7286431789398193,0.5707070827484131,0.7286431789398193,0.6098218560218811,0.07503642141819,0.13503329455852509,0.10257679224014282,0.03245650231838226,0.0,0.11238066852092743,0.08184856921434402,0.30532100796699524,2.319633929381837e-10,0.49073588848114014,2.8904366493225098,0.0,0.1600000113248825,0.0,0.9073142409324646,0.6273694038391113
65,0.5909090638160706,0.7587939500808716,0.5909090638160706,0.7587939500808716,0.5678232908248901,0.05991989001631737,0.08898050338029861,0.06000791862607002,0.02897258661687374,0.0,0.10525155067443848,0.07725317776203156,0.27998366951942444,2.042333857588119e-09,0.5639041662216187,2.4274508953094482,0.0,0.1600000113248825,0.0,0.6652469038963318,0.5815563797950745
70,0.5909090638160706,0.7705192565917969,0.5909090638160706,0.7705192565917969,0.5385825037956238,0.053386151790618896,0.03676021471619606,0.021205540746450424,0.015554673969745636,0.0,0.11925926804542542,0.07710293680429459,0.42156335711479187,9.177993781639415e-11,0.6526343822479248,2.040945053100586,0.0,0.1600000113248825,0.0,1.0483050346374512,0.5554432272911072
75,0.5858585834503174,0.787269651889801,0.5858585834503174,0.787269651889801,0.506005585193634,0.04810022935271263,0.03129173442721367,0.014143797568976879,0.017147937789559364,0.0,0.11979520320892334,0.07813218981027603,0.4166299104690552,1.1730222912800792e-12,0.6479595303535461,2.0447258949279785,0.0,0.1600000113248825,0.0,0.8209131956100464,0.520300030708313
80,0.6212121248245239,0.7939698696136475,0.6212121248245239,0.7939698696136475,0.48014378547668457,0.05082555115222931,0.02730654552578926,0.014694069512188435,0.012612476944923401,0.0,0.0965622290968895,0.058919500559568405,0.37642738223075867,1.0988294692551581e-12,0.671576976776123,1.978702425956726,0.0,0.1600000113248825,0.0,0.9494585990905762,0.49531009793281555
85,0.5959596037864685,0.8107202649116516,0.5959596037864685,0.8107202649116516,0.4617052972316742,0.06254076212644577,0.04130934923887253,0.016332240775227547,0.02497710846364498,0.0,0.07955489307641983,0.04874546453356743,0.3080942928791046,7.267048508091678e-12,0.6625983119010925,2.0401079654693604,0.0,0.1600000113248825,0.0,1.0296697616577148,0.47818300127983093
90,0.6010100841522217,0.8358458876609802,0.6010100841522217,0.8358458876609802,0.4556732475757599,0.0672493502497673,0.011555219069123268,0.011465818621218204,8.940025145420805e-05,0.0,0.007458298467099667,0.004661130253225565,0.027971677482128143,2.5096148918112547e-16,0.6474325656890869,2.145387649536133,0.0,0.1600000113248825,0.0,1.072021484375,0.4708215594291687
95,0.6464646458625793,0.8492462038993835,0.6464646458625793,0.8492462038993835,0.42518240213394165,0.06606071442365646,0.006302746012806892,0.006302487570792437,2.5826793148553406e-07,0.0,0.001851057866588235,0.0012590764090418816,0.005919815041124821,1.8293318449472534e-18,0.6722628474235535,1.9786686897277832,0.0,0.1600000113248825,0.0,1.303800106048584,0.4424234926700592
100,0.631313145160675,0.8509212732315063,0.631313145160675,0.8509212732315063,0.39040490984916687,0.0718582272529602,0.008251149207353592,0.008251149207353592,3.184300878533719e-10,0.0,0.0003239225479774177,0.00023200344003271312,0.0009191909339278936,8.605245215389816e-20,0.6571465134620667,2.065267324447632,0.0,0.1600000113248825,0.0,1.1902400255203247,0.40678921341896057
105,0.6262626051902771,0.8643215894699097,0.6262626051902771,0.8643215894699097,0.4330689311027527,0.07705951482057571,0.004509330727159977,0.004509330727159977,1.8369791798811264e-11,0.0,0.0001064420139300637,8.239090675488114e-05,0.00024051098444033414,1.2628910518981896e-16,0.6822248101234436,1.9565154314041138,0.0,0.1600000113248825,0.0,1.4258089065551758,0.45202720165252686
110,0.631313145160675,0.8676716685295105,0.631313145160675,0.8676716685295105,0.3975665867328644,0.0974406898021698,0.004336439538747072,0.004336439538747072,5.883426992120411e-12,0.0,7.202319102361798e-05,5.402151873568073e-05,0.00018001663556788117,6.7672035584109835e-06,0.6493586897850037,2.130250930786133,0.0,0.1600000113248825,0.0,1.8107941150665283,0.42139142751693726
115,0.631313145160675,0.876046895980835,0.631313145160675,0.876046895980835,0.3437018096446991,0.08074118942022324,0.016546878963708878,0.016546878963708878,9.058720570540024e-14,0.0,2.8055972506990656e-05,2.20702204387635e-05,5.985749885439873e-05,3.1815219699637964e-05,0.5905587673187256,2.46769642829895,0.0,0.1600000113248825,0.0,1.3569376468658447,0.3622746169567108
120,0.6616161465644836,0.8827470541000366,0.6616161465644836,0.8827470541000366,0.353389710187912,0.0849456861615181,0.0055581009946763515,0.0055581009946763515,2.452780545943861e-13,0.0,6.266883428907022e-05,5.157337727723643e-05,0.00011095464287791401,2.732242501224391e-05,0.599541425704956,2.6019721031188965,0.0,0.1600000113248825,0.0,1.7647063732147217,0.37614116072654724
125,0.6212121248245239,0.8978224396705627,0.6212121248245239,0.8978224396705627,0.3428541421890259,0.09966589510440826,0.00912423338741064,0.00912423338741064,6.30668423300812e-13,0.0,4.443847501534037e-05,3.73233160644304e-05,7.115154585335404e-05,1.0070131310395546e-22,0.6492224931716919,2.1974964141845703,0.0,0.1600000113248825,0.0,1.9140875339508057,0.3678704798221588
130,0.6616161465644836,0.9011725187301636,0.6616161465644836,0.9011725187301636,0.32270491123199463,0.07962583750486374,0.008666272275149822,0.008666272275149822,3.0606861988434486e-13,0.0,5.700555266230367e-05,4.963715036865324e-05,7.368398655671626e-05,7.35437015464413e-06,0.6497461199760437,2.1333534717559814,0.0,0.1600000113248825,0.0,1.469233512878418,0.34226641058921814
135,0.6616161465644836,0.9028475880622864,0.6616161465644836,0.9028475880622864,0.3007116913795471,0.0810747966170311,0.005262763239443302,0.005262763239443302,9.757790414436154e-14,0.0,2.5615219783503562e-05,2.1393501810962334e-05,4.221720155328512e-05,1.7247007334721197e-22,0.6068299412727356,2.285207509994507,0.0,0.1600000113248825,0.0,1.7117233276367188,0.32273581624031067
140,0.631313145160675,0.9045225977897644,0.631313145160675,0.9045225977897644,0.28237199783325195,0.09930810332298279,0.007587813306599855,0.007587813306599855,1.0472510716692113e-13,0.0,1.7270893295062706e-05,1.3706120626011398e-05,3.564773214748129e-05,3.043958349735476e-05,0.6188293099403381,2.4206719398498535,0.0,0.1600000113248825,0.0,1.9161291122436523,0.3073752224445343
145,0.6515151262283325,0.9162479043006897,0.6515151262283325,0.9162479043006897,0.2555098235607147,0.08730361610651016,0.003260925179347396,0.003260925179347396,1.2777307423911255e-12,0.0,5.660669557983056e-05,4.615499346982688e-05,0.00010451702837599441,5.2723262342624366e-05,0.6204004883766174,2.3976058959960938,0.0,0.1600000113248825,0.0,1.6397960186004639,0.27710723876953125
150,0.6464646458625793,0.927973210811615,0.6464646458625793,0.927973210811615,0.23462511599063873,0.09538494050502777,0.005644951947033405,0.005644951947033405,6.966580524264687e-12,0.0,0.00030203891219571233,0.0002382438542554155,0.0006379507249221206,2.1157109586056322e-05,0.5923847556114197,2.533625602722168,0.0,0.1600000113248825,0.0,1.7647610902786255,0.25790467858314514
155,0.6717171669006348,0.929648220539093,0.6717171669006348,0.929648220539093,0.23165571689605713,0.09793409705162048,0.00581056484952569,0.00581056484952569,9.563264893527879e-13,0.0,7.020062184892595e-05,5.6804514315444976e-05,0.00013396108988672495,4.5970951759954914e-05,0.5628610849380493,2.7700698375701904,0.0,0.1600000113248825,0.0,1.706399917602539,0.2544763684272766
