source_id,paper_title,venue,year,table_id,source_url,dataset,dataset_version,task,metric,feature_condition,split_protocol,model,mean,std,unit,n_runs,comparison_level,notes
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,amazon_ratings,hgb_iclr2023_v1,node_classification,accuracy,native,hgb_fixed_10,GT-sep,52.18,0.8,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,minesweeper,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,GT-sep,92.29,0.47,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,tolokers,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,GT-sep,82.52,0.92,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,questions,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,GT-sep,78.05,0.93,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,chameleon_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,ResNet,36.73,4.71,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,squirrel_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,ResNet,36.55,1.82,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,chameleon_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,ResNet+SGC,41.01,4.54,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,squirrel_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,ResNet+SGC,38.36,1.97,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,chameleon_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,ResNet+adj,38.67,3.87,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,squirrel_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,ResNet+adj,38.37,1.99,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,chameleon_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,GCN,40.89,4.12,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,squirrel_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,GCN,39.47,1.47,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,chameleon_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,SAGE,37.77,4.14,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,squirrel_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,SAGE,36.09,1.99,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,chameleon_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,GAT,39.21,3.08,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,squirrel_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,GAT,35.62,2.06,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,chameleon_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,GAT-sep,39.26,2.5,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,squirrel_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,GAT-sep,35.46,3.1,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,chameleon_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,GT,38.87,3.66,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
