source_id,paper_title,venue,year,table_id,source_url,dataset,dataset_version,task,metric,feature_condition,split_protocol,model,mean,std,unit,n_runs,comparison_level,notes
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,JacobiConv,49.43,0.5,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GBK-GNN,66.19,2.8,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GBK-GNN,80.0,3.0,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GBK-GNN,72.98,3.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GBK-GNN,72.49,1.0,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GBK-GNN,44.9,0.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,OGNN,71.91,1.8,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,OGNN,85.0,2.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,OGNN,79.3,2.1,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,OGNN,72.08,2.4,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,OGNN,47.79,1.6,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,SEGSL,66.67,4.1,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,SEGSL,85.0,2.0,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,SEGSL,79.3,1.8,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,SEGSL,72.73,0.8,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,SEGSL,47.38,0.2,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,DisamGCL,50.48,2.0,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,DisamGCL,65.0,1.2,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,DisamGCL,57.89,0.0,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,DisamGCL,67.78,0.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,DisamGCL,43.9,0.4,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.
