dataset,condition_id,model,seed,transportability_mean,distortion_mean,q_route_spread_mean,routing_entropy_mean,chart_condition_number,membership_entropy_mean
atlas_het,smoke,graphatlas_c,0,0.8379942774772644,0.1620057076215744,0.2388478219509124,0.6656308174133301,1.5120257139205933,0.680010974407196
atlas_het,smoke,graphatlas_c_beta_minus_1,0,0.8380190134048462,0.1619810760021209,0.2379215508699417,0.6744569540023804,1.5116459131240845,0.6798332333564758
atlas_het,smoke,graphatlas_c_coordinate_relu,0,0.8322106003761292,0.1677895039319992,0.2478079497814178,0.6644569039344788,1.514151930809021,0.6794261932373047
atlas_het,smoke,graphatlas_c_q_reference,0,0.8380765914916992,0.1619234383106231,0.2394320517778396,0.0,1.5089616775512695,0.6800582408905029
atlas_het,smoke,graphatlas_c_q_shuffle_source,0,0.8376306891441345,0.1623693108558654,0.2392089515924453,0.6623277068138123,1.511863112449646,0.6799068450927734
atlas_het,smoke,graphatlas_min_distortion,0,,,,,1.5118333101272583,0.679912269115448
atlas_het,smoke,graphatlas_original,0,,,,,1.51137113571167,0.6795931458473206
