epoch,val_metric,train_metric,val_accuracy,train_accuracy,task,reconstruction,cocycle,inverse_cycle,path_consistency,triple_cocycle,metric,cover,balance,sparsity,geometry,total
1,0.1396293044090271,0.13952873647212982,0.1396293044090271,0.13952873647212982,2.876364231109619,0.023777570575475693,0.0,0.0,0.0,0.0,0.0,0.0,0.06259255111217499,0.12487572431564331,0.0,2.878490686416626
5,0.1396293044090271,0.13952873647212982,0.1396293044090271,0.13952873647212982,2.83893084526062,0.005072947591543198,0.0,0.0,0.0,0.0,0.0,0.0,0.06673166155815125,0.11245796084403992,0.0,2.8400802612304688
10,0.13821712136268616,0.1382049322128296,0.13821712136268616,0.1382049322128296,2.6284143924713135,0.014299498870968819,0.0030484572052955627,0.0011186229530721903,0.0019298341358080506,0.0,0.157734215259552,0.0,0.11109086871147156,0.06963657587766647,0.0,2.631640911102295
15,0.15304501354694366,0.14641250669956207,0.15304501354694366,0.14641250669956207,2.500062942504883,0.026526525616645813,0.0,0.0,0.0,0.0,0.0,0.0,0.095296710729599,0.0873013287782669,0.0,2.502302408218384
20,0.2644307017326355,0.26599594950675964,0.2644307017326355,0.26599594950675964,2.3907649517059326,0.03127344325184822,0.08886892348527908,0.02732042595744133,0.06154849752783775,0.0,0.09977057576179504,0.0,0.07303672283887863,0.1073562279343605,0.0,2.3951170444488525
25,0.30450132489204407,0.3060630261898041,0.30450132489204407,0.3060630261898041,2.2918925285339355,0.04803391546010971,0.0,0.0,0.0,0.0,0.0,0.0,0.06687705963850021,0.10884668678045273,0.0,2.295172929763794
30,0.30803176760673523,0.30818110704421997,0.30803176760673523,0.30818110704421997,2.1544101238250732,0.05446728691458702,0.43975532054901123,0.1294800490140915,0.31027528643608093,0.0,0.2796972692012787,0.0,0.0634482279419899,0.11406123638153076,0.0,2.1652157306671143
35,0.3586937189102173,0.36078017950057983,0.3586937189102173,0.36078017950057983,2.045403242111206,0.11929123103618622,0.0,0.0,0.0,0.0,0.0,0.0,0.061839841306209564,0.12060130387544632,0.0,2.0522799491882324
40,0.3763459622859955,0.37807783484458923,0.3763459622859955,0.37807783484458923,1.9525800943374634,0.1419856697320938,0.16606131196022034,0.07078906148672104,0.0952722504734993,0.0,0.6184598207473755,0.0,0.06087619811296463,0.11916238814592361,0.0,1.968424677848816
45,0.43283316493034363,0.43473657965660095,0.43283316493034363,0.43473657965660095,1.814865231513977,0.27807438373565674,0.0,0.0,0.0,0.0,0.0,0.0,0.05530773103237152,0.11778001487255096,0.0,1.829634428024292
