epoch,val_metric,train_metric,val_accuracy,train_accuracy,task,reconstruction,cocycle,inverse_cycle,path_consistency,triple_cocycle,metric,cover,balance,sparsity,geometry,total
1,0.04165931046009064,0.041655637323856354,0.04165931046009064,0.041655637323856354,2.8823866844177246,0.0342964343726635,0.0,0.0,0.0,0.0,0.0,0.0,0.06247368082404137,0.12489055842161179,0.0,2.885038137435913
5,0.1396293044090271,0.13952873647212982,0.1396293044090271,0.13952873647212982,2.8431079387664795,0.005985011346638203,0.0,0.0,0.0,0.0,0.0,0.0,0.06284128874540329,0.1243496909737587,0.0,2.8443431854248047
10,0.1396293044090271,0.13952873647212982,0.1396293044090271,0.13952873647212982,2.670459508895874,0.025406362488865852,0.0,0.0,0.0,0.0,0.05888526514172554,0.0,0.06250038743019104,0.12179861962795258,0.0,2.6732401847839355
15,0.21853485703468323,0.22319301962852478,0.21853485703468323,0.22319301962852478,2.5788943767547607,0.030620159581303596,0.0,0.0,0.0,0.0,0.0,0.0,0.06294359266757965,0.12333942949771881,0.0,2.581357002258301
20,0.18358340859413147,0.18330244719982147,0.18358340859413147,0.18330244719982147,2.4999687671661377,0.07407579571008682,0.0,0.0,0.0,0.0,0.03994600474834442,0.0,0.07138016819953918,0.10858331620693207,0.0,2.504971742630005
25,0.21994704008102417,0.21833907067775726,0.21994704008102417,0.21833907067775726,2.355938196182251,0.1312279850244522,0.0,0.0,0.0,0.0,0.0,0.0,0.08763202279806137,0.08803024888038635,0.0,2.3633780479431152
30,0.320564866065979,0.3153296411037445,0.320564866065979,0.3153296411037445,2.287191867828369,0.10040188580751419,0.0,0.0,0.0,0.0,0.10203999280929565,0.0,0.07568971812725067,0.09095344692468643,0.0,2.294065475463867
35,0.24995586276054382,0.25408172607421875,0.24995586276054382,0.25408172607421875,2.191678524017334,0.11509048938751221,0.0,0.0,0.0,0.0,0.0,0.0,0.05803294852375984,0.08788569271564484,0.0,2.19816255569458
40,0.32480141520500183,0.31709471344947815,0.32480141520500183,0.31709471344947815,2.061671018600464,0.09276505559682846,0.0,0.0,0.0,0.0,0.3083615005016327,0.0,0.0482245497405529,0.08252684026956558,0.0,2.0700466632843018
45,0.3920564651489258,0.394051730632782,0.3920564651489258,0.394051730632782,1.9254133701324463,0.1464475393295288,0.0,0.0,0.0,0.0,0.0,0.0,0.05515896901488304,0.06642257422208786,0.0,1.933343768119812
50,0.43106794357299805,0.4311181902885437,0.43106794357299805,0.4311181902885437,1.771558165550232,0.2190985530614853,0.0,0.0,0.0,0.0,0.7795916199684143,0.0,0.05310792475938797,0.053073104470968246,0.0,1.7908400297164917
55,0.4983230233192444,0.5069279074668884,0.4983230233192444,0.5069279074668884,1.6277049779891968,0.2947123050689697,0.0,0.0,0.0,0.0,0.0,0.0,0.04975138604640961,0.04933090880513191,0.0,1.6429359912872314
60,0.535216212272644,0.5414350032806396,0.535216212272644,0.5414350032806396,1.5284302234649658,0.30329543352127075,0.0,0.0,0.0,0.0,0.6403796672821045,0.0,0.04511608928442001,0.052049022167921066,0.0,1.550484538078308
65,0.5717563629150391,0.5795605182647705,0.5717563629150391,0.5795605182647705,1.4305567741394043,0.284906804561615,0.0,0.0,0.0,0.0,0.0,0.0,0.040319718420505524,0.05580618232488632,0.0,1.4452828168869019
70,0.5791703462600708,0.5912099480628967,0.5791703462600708,0.5912099480628967,1.343795895576477,0.24913397431373596,0.0,0.0,0.0,0.0,1.336181402206421,0.0,0.040181756019592285,0.053704287856817245,0.0,1.3700838088989258
75,0.5925860404968262,0.6041832566261292,0.5925860404968262,0.6041832566261292,1.2624597549438477,0.21055704355239868,0.0,0.0,0.0,0.0,0.0,0.0,0.03704170510172844,0.05828888714313507,0.0,1.273464322090149
80,0.6194174885749817,0.6372782588005066,0.6194174885749817,0.6372782588005066,1.1882871389389038,0.17867408692836761,0.0,0.0,0.0,0.0,1.0234293937683105,0.0,0.037565771490335464,0.05629594996571541,0.0,1.2079243659973145
85,0.6443071365356445,0.6620774865150452,0.6443071365356445,0.6620774865150452,1.1180715560913086,0.15861889719963074,0.0,0.0,0.0,0.0,0.0,0.0,0.034719474613666534,0.0591202937066555,0.0,1.126471757888794
90,0.6594880819320679,0.677963137626648,0.6594880819320679,0.677963137626648,1.0551416873931885,0.15214188396930695,0.0,0.0,0.0,0.0,0.9114534258842468,0.0,0.03104987181723118,0.0650300681591034,0.0,1.0723437070846558
95,0.6700794100761414,0.6876710057258606,0.6700794100761414,0.6876710057258606,1.0006420612335205,0.16339053213596344,0.0,0.0,0.0,0.0,0.0,0.0,0.030828438699245453,0.06614849716424942,0.0,1.0092964172363281
100,0.6852603554725647,0.7125585079193115,0.6852603554725647,0.7125585079193115,0.9502072930335999,0.16404369473457336,0.0,0.0,0.0,0.0,1.1004399061203003,0.0,0.029230397194623947,0.06977766007184982,0.0,0.9699088931083679
105,0.6944395303726196,0.7238548994064331,0.6944395303726196,0.7238548994064331,0.9027255773544312,0.16355353593826294,0.0,0.0,0.0,0.0,0.0,0.0,0.027693502604961395,0.07305369526147842,0.0,0.9114069938659668
110,0.7075021862983704,0.7369164228439331,0.7075021862983704,0.7369164228439331,0.8562427163124084,0.14613214135169983,0.0,0.0,0.0,0.0,1.0833392143249512,0.0,0.028387874364852905,0.07147771120071411,0.0,0.8748820424079895
115,0.7133274078369141,0.7459182739257812,0.7133274078369141,0.7459182739257812,0.8135907649993896,0.14523445069789886,0.0,0.0,0.0,0.0,0.0,0.0,0.027594737708568573,0.07237377762794495,0.0,0.8213523030281067
